Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m)
3808,HH-782,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1472,19,23,1553,466
3808,HH-801,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1476,16,20,1074,381
3808,HH-807,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1978,16,20,1094,359
3808,HH-808,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1523,18,22,1714,306
3808,HH-938,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1216,16,20,739,495
3808,HH-939,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1359,16,20,723,506
3808,HH-940,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1361,16,20,687,531
3808,HH-941,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1332,18,22,667,548
3875,NS-119,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,673,17,21,749,301
3875,NS-123,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1088,18,22,769,317
3875,NS-125,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,960,20,25,621,444
3875,NS-129,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1128,19,23,770,329
3875,NS-130,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1018,19,23,681,401
3875,NS-141,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,840,16,20,822,306
3875,NS-142,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1129,16,20,771,342
3875,NS-144,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,993,22,27,622,463
3875,NS-147,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,916,28,34,825,320
3875,NS-148,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1018,20,24,684,423
3875,NS-149,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,993,17,21,624,473
3875,NS-156,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,992,25,31,829,334
3875,NS-158,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,993,22,27,627,484
3875,NS-168,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1012,19,23,833,349
3875,NS-169,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,972,22,27,688,447
3875,NS-187,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1054,20,24,714,485
3875,NS-188,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,695,498
3875,NS-189,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,676,511
3875,NS-190,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,658,525
3875,NS-192,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,977,17,21,621,553
3875,NS-224,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1053,21,26,712,531
3875,NS-225,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1082,17,21,674,554
3875,NS-227,North Star,Residential,Nano,Lowrise,Far,Medium,3,2,1075,12,15,636,580
3875,NS-228,North Star,Residential,Nano,Lowrise,Far,Medium,3,2,960,14,17,618,593
3875,NS-238,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,488,19,23,826,487
3875,NS-242,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1056,22,27,1748,329
3875,NS-245,North Star,Residential,Nano,Lowrise,Far,Medium,2,2,838,10,12,776,556
3875,NS-251,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1064,20,24,1836,315
3875,NS-252,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,1037,42,52,1818,329
3875,NS-253,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,18,22,1748,349
3875,NS-254,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1066,16,20,1692,343
3875,NS-260,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1064,18,22,1384,301
3875,NS-264,North Star,Residential,Nano,Lowrise,Far,Medium,2,2,724,10,12,817,556
3875,NS-277,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,1065,26,32,1691,359
3875,NS-279,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1065,30,37,1383,320
3875,NS-280,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,643,16,20,814,575
3875,NS-281,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,870,18,22,775,591
3875,NS-286,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1091,31,38,1747,356
3875,NS-288,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1062,16,20,1446,323
3875,NS-290,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,561,19,23,812,594
3875,NS-300,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1091,29,36,1747,345
3875,NS-301,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1065,17,21,1691,393
3875,NS-302,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1086,16,20,1592,354
3875,NS-303,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1082,32,39,1573,349
3875,NS-304,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1079,28,35,1554,345
3875,NS-305,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,1075,28,34,1535,342
3875,NS-306,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1052,17,21,1516,340
3875,NS-307,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,1062,42,52,1446,343
3875,NS-308,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1068,28,35,1383,357
3875,NS-312,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,21,26,1151,481
3875,NS-322,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1040,16,20,1747,335
3875,NS-324,North Star,Residential,Nano,Lowrise,Far,Medium,6,4,1013,24,30,1446,362
3875,NS-331,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1054,22,27,1445,414
3875,NS-332,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1055,17,21,1386,425
3875,NS-341,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,979,20,25,1730,320
3875,NS-343,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,979,36,45,1692,355
3875,NS-345,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1024,21,26,1593,441
3875,NS-346,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1051,21,26,1537,432
3875,NS-347,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,22,27,1446,433
3875,NS-368,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1593,441
3875,NS-369,North Star,Residential,Nano,Lowrise,Far,Medium,8,7,1052,35,43,1537,451
3875,NS-370,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,17,21,1446,452
3875,NS-371,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1024,15,18,1593,437
3875,NS-373,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1091,15,18,1446,471
3875,NS-374,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1095,15,18,1387,481
3875,NS-384,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,954,15,18,1711,317
3875,NS-385,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,954,15,18,1692,336
3875,NS-387,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1054,15,18,1536,488
3875,NS-388,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1091,15,18,1446,490
3875,NS-389,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1096,15,18,1387,499
3875,NS-410,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,915,15,18,1593,429
3875,NS-417,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,856,37,46,1594,421
3875,NS-418,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,879,16,20,1534,481
3875,NS-419,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,978,20,25,1445,569
3875,NS-433,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1692,323
3875,NS-434,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,954,38,47,1594,421
3875,NS-435,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,981,30,37,1534,481
3875,NS-436,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,23,28,1445,569
3875,NS-437,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1093,19,23,1386,595
3875,NS-456,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,18,22,1692,323
3875,NS-457,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,954,16,20,1594,421
3875,NS-458,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,982,20,25,1534,481
3875,NS-465,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1024,21,26,1693,324
3875,NS-466,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,954,20,25,1595,422
3875,NS-479,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1694,327
3875,NS-504,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,944,42,52,1694,330
3875,NS-505,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,909,20,24,1597,427
3875,NS-506,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,907,18,22,1536,486
3875,NS-507,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1038,20,24,1448,574
3964,NS-354,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1452,19,23,792,705
3964,NS-355,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1900,15,18,762,716
3964,NS-357,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1905,15,18,693,745
3964,NS-358,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1907,15,18,659,762
3964,NS-359,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1800,15,18,626,779
3964,NS-396,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,761,768
3964,NS-397,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,727,781
3964,NS-399,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,658,811
3964,NS-400,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1752,23,28,625,827
3964,NS-439,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1365,21,26,1136,686
3964,NS-441,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1264,19,23,765,859
3964,NS-442,North Star,Residential,Micro,Lowrise,Far,Far,7,6,1475,31,38,738,868
3964,NS-444,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1475,18,22,679,890
3964,NS-445,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1375,18,22,622,915
3964,NS-462,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1365,26,32,1136,703
3964,NS-471,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1364,20,24,1137,719
3964,NS-490,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1490,25,31,654,956
3964,NS-491,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1383,17,21,625,968
3964,NS-511,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1308,16,20,1139,752
3964,NS-512,North Star,Residential,Micro,Lowrise,Far,Far,7,5,1221,29,36,1067,789
3964,NS-516,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1432,24,29,1163,804
3964,NS-517,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1465,17,21,1136,816
3964,NS-518,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1466,17,21,1108,828
3964,NS-520,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1469,20,24,1054,855
3964,NS-525,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1314,17,21,757,1003
3964,NS-526,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1565,25,31,705,1021
3964,NS-527,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1567,25,31,651,1040
3964,NS-528,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1454,21,26,624,1050
3964,NS-553,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1430,25,31,1164,862
3964,NS-554,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1461,21,26,1110,884
3964,NS-555,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1458,21,26,1083,896
3964,NS-557,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1232,20,24,1030,922
3964,NS-558,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1563,16,20,733,1067
3964,NS-559,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1545,26,32,652,1094
3964,NS-576,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1482,20,24,1057,972
3964,NS-578,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1378,16,20,654,1163
3964,NS-581,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1288,18,22,1366,706
3964,NS-582,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1627,18,22,1341,730
3964,NS-583,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1629,16,20,1313,757
3964,NS-584,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1631,20,25,1256,811
3964,NS-585,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1597,20,25,1228,838
3964,NS-586,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1621,23,28,1140,924
3964,NS-587,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1539,24,29,1058,990
3964,NS-595,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1621,22,27,1141,929
3964,NS-596,North Star,Residential,Micro,Lowrise,Far,Far,4,3,2181,18,22,675,1194
3964,NS-599,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1620,23,28,1142,934
3964,NS-600,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1564,20,24,1059,1014
3964,NS-601,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1601,17,21,661,1217
3964,NS-605,North Star,Residential,Micro,Lowrise,Far,Far,10,8,1629,43,53,1344,750
3964,NS-606,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1622,20,24,1316,776
3964,NS-607,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1616,22,27,1288,803
3964,NS-608,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1609,22,27,1260,829
3964,NS-610,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1619,22,27,1143,940
3964,NS-620,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1495,17,21,1061,1025
3964,NS-630,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1700,20,24,1069,1039
3964,NS-631,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1449,23,28,1275,859
3964,NS-633,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1219,18,22,1233,895
3964,NS-635,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1608,16,20,1074,1044
3964,NS-647,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1930,17,21,1154,982
3964,NS-648,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1408,17,21,1079,1027
3964,NS-655,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1929,23,28,1154,977
3964,NS-656,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1208,16,20,1083,1002
3964,NS-667,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1930,16,20,1155,953
3964,NS-670,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1718,20,25,1156,930
3964,NS-714,North Star,Residential,Micro,Lowrise,Far,Far,10,8,1876,41,51,1861,620
3964,NS-860,North Star,Residential,Micro,Lowrise,Far,Far,9,8,1663,40,49,760,618
4030,HH-12,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,814,16,20,806,321
4030,HH-13,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,7,738,35,43,763,342
4030,HH-19,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,860,30,37,803,339
4030,HH-20,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,752,16,20,762,358
4030,HH-21,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,859,19,23,801,355
4030,HH-23,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,858,16,20,799,369
4030,HH-24,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,638,26,32,760,391
4030,HH-30,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1079,26,32,899,312
4030,HH-31,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,16,20,880,326
4030,HH-32,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1052,16,20,861,341
4030,HH-33,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,857,40,50,797,384
4030,HH-35,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,830,24,30,795,399
4030,HH-62,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,934,22,27,764,506
4030,HH-86,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,18,22,1009,381
4030,HH-88,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1091,27,33,1062,360
4030,HH-89,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,16,20,1006,396
4030,HH-100,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1065,23,28,1004,411
4030,HH-106,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1040,33,41,1058,393
4030,HH-107,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,985,33,41,1002,425
4030,HH-114,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1054,28,34,1070,445
4030,HH-115,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1051,454
4030,HH-116,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1013,474
4030,HH-118,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,977,17,21,976,495
4030,HH-130,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1052,18,22,1064,496
4030,HH-131,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,1086,30,37,1045,505
4030,HH-133,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,17,21,988,534
4030,HH-134,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,960,29,36,970,543
4030,HH-141,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1077,16,20,1317,491
4030,HH-142,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,947,16,20,1125,531
4030,HH-144,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,990,21,26,982,596
4030,HH-147,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1076,18,22,1296,501
4030,HH-148,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,16,20,1276,506
4030,HH-149,Haven Heights,Residential,Nano,Lowrise,Far,Medium,11,9,1063,46,57,1186,529
4030,HH-150,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,981,16,20,1123,549
4030,HH-151,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1049,16,20,1036,584
4030,HH-160,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1063,22,27,1185,547
4030,HH-165,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,983,16,20,1121,585
4030,HH-170,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1050,17,21,1334,539
4030,HH-174,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1051,16,20,1293,556
4030,HH-176,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1033,16,20,1254,565
4030,HH-177,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,1063,31,38,1183,584
4030,HH-251,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1121,16,20,1585,444
4030,HH-268,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,895,16,20,1531,483
4030,HH-327,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,915,16,20,1615,442
4030,HH-328,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,946,28,35,1509,505
4030,HH-343,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,780,16,20,1462,546
4030,HH-368,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1021,16,20,1590,467
4030,HH-369,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1544,499
4030,HH-377,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,1021,24,30,1577,480
4030,HH-389,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,1021,36,45,1564,493
4030,HH-390,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1026,23,28,1518,535
4030,HH-411,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,972,16,20,1551,487
4030,HH-412,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,946,18,22,1505,541
4030,HH-413,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1104,17,21,1439,589
4030,HH-429,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,1056,24,30,1639,307
4030,HH-430,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1091,23,28,1623,324
4030,HH-431,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,19,23,1607,340
4030,HH-459,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,1082,29,36,1407,514
4030,HH-471,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,17,21,1574,312
4030,HH-472,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1065,22,27,1542,348
4030,HH-474,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,886,18,22,1398,500
4030,HH-553,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1145,17,21,1385,324
4030,HH-654,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,1935,333
4030,HH-655,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,1917,322
4030,HH-656,Haven Heights,Residential,Nano,Lowrise,Far,Medium,11,9,986,45,56,1899,312
4030,HH-662,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1061,532
4030,HH-663,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1043,549
4030,HH-664,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1024,20,25,1025,566
4030,HH-665,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1007,584
4030,HH-679,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,898,16,20,1943,328
4030,HH-680,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1001,16,20,1908,360
4030,HH-682,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,994,20,24,1871,344
4030,HH-683,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,972,32,39,1853,333
4030,HH-691,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1044,16,20,1044,558
4030,HH-692,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1040,16,20,1026,575
4030,HH-714,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,914,16,20,1040,593
4030,HH-743,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1197,16,20,1707,440
4030,HH-749,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,902,16,20,1716,428
4030,HH-760,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1037,16,20,1117,594
4030,HH-767,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1012,16,20,1174,585
4030,HH-770,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,932,16,20,1778,365
4030,HH-773,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,653,19,23,1533,509
4030,HH-776,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1098,18,22,1323,499
4030,HH-777,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,17,21,1304,496
4030,HH-778,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1135,22,27,1284,494
4030,HH-779,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,17,21,1264,492
4030,HH-781,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1103,23,28,1224,491
4030,HH-790,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1130,33,41,1303,438
4030,HH-791,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1126,20,25,1283,435
4030,HH-793,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1119,16,20,1243,433
4030,HH-794,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1095,17,21,1223,433
4030,HH-798,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,614,17,21,1691,343
4030,HH-800,Haven Heights,Residential,Nano,Lowrise,Far,Medium,3,3,1102,15,18,1301,367
4030,HH-802,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,1071,20,24,1703,324
4030,HH-804,Haven Heights,Residential,Nano,Lowrise,Far,Medium,3,3,1136,15,18,1393,354
4030,HH-806,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1142,16,20,1242,341
4030,HH-813,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,19,23,1451,315
4030,HH-844,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1098,19,23,624,405
4030,HH-882,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1021,16,20,659,397
4030,HH-884,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,1021,20,24,658,401
4030,HH-885,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,914,36,45,657,406
4030,HH-889,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,940,16,20,743,348
4030,HH-890,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1051,16,20,742,357
4030,HH-900,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,792,329
4030,HH-901,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1053,17,21,736,377
4030,HH-903,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,790,340
4030,HH-907,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,974,16,20,788,350
4030,HH-908,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,972,16,20,732,397
4030,HH-910,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,716,428
4030,HH-911,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1049,16,20,860,321
4030,HH-912,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,767,392
4030,HH-913,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,1020,41,51,710,439
4030,HH-916,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,993,20,24,761,406
4030,HH-917,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1021,21,26,704,451
4030,HH-918,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,990,16,20,919,324
4030,HH-919,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,1024,42,52,901,334
4030,HH-921,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1024,32,40,864,354
